light
54
54
14
14
14
14
14
6
6
6
6
0
6
0
0
0
0
6
6
0
6
0
0
6
15
15
15
15
23
39
54
62
68
70
74
73
74
78
78
80
80
78
79
78
81
78
81
85
80
80
82
80
82
83
80
81
81
81
79
84
84
79
89
87
80
76
68
60
62
62
67
62
50
33
22
20
19
19
19
20
57
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
14
14
14
14
14
0
6
6
6
6
9
6
6
9
9
9
6
6
6
6
9
17
17
18
17
18
26
40
50
57
63
65
68
70
71
72
76
76
76
75
76
74
76
77
74
75
74
73
74
74
72
73
74
75
75
74
75
74
73
71
69
70
71
65
64
63
61
59
54
50
34
22
19
19
50
20
20
20
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
17
15
15
15
15
15
15
9
9
6
6
6
6
6
9
6
9
6
9
6
9
6
6
6
17
17
15
17
19
30
47
53
61
62
69
69
71
70
74
71
69
72
71
76
78
74
75
75
77
76
74
77
77
77
76
72
72
74
70
70
72
70
69
69
68
66
67
63
62
62
59
51
37
23
20
20
19
20
19
50
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
15
14
14
6
6
9
6
6
6
6
6
6
6
6
6
9
6
9
6
9
17
17
17
15
19
26
43
52
64
69
70
73
76
70
69
67
66
69
67
68
77
85
83
76
73
72
71
69
74
69
69
67
70
68
69
69
71
71
73
74
70
76
75
75
74
72
68
62
55
40
55
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
19
19
18
18
55
54
54
54
54
54
54
54
54
17
9
12
9
6
9
6
6
9
9
14
9
9
6
6
6
9
19
17
17
17
18
20
28
47
55
58
56
60
67
70
68
68
66
72
73
73
75
73
81
84
81
78
74
80
72
76
73
73
72
69
80
74
74
72
71
74
80
73
69
66
65
66
58
53
48
31
23
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
15
14
14
15
14
14
14
15
6
9
6
6
6
6
6
0
6
6
6
6
6
6
9
6
6
15
15
15
17
19
24
40
52
59
63
68
68
77
72
73
77
77
80
75
71
76
75
79
85
85
89
90
90
81
83
87
87
86
83
82
87
83
76
90
80
73
86
74
77
73
71
67
61
53
36
23
19
18
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
14
14
14
14
14
14
14
14
6
12
14
14
14
9
9
9
9
9
14
9
9
9
9
12
18
17
15
17
17
19
24
29
55
61
66
67
70
64
73
77
74
77
66
72
70
84
82
83
83
85
89
80
77
74
80
91
84
77
74
80
72
79
87
73
88
77
77
74
72
64
68
63
56
42
25
20
18
18
19
55
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
14
14
14
15
14
14
12
14
14
6
6
0
6
6
0
12
12
12
12
9
6
12
14
6
6
6
15
15
15
17
19
26
42
55
62
67
71
74
75
77
78
78
79
80
81
81
82
85
87
88
88
89
89
89
90
90
90
90
89
82
84
86
87
89
90
89
87
85
76
74
72
69
64
60
56
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
15
14
14
14
14
14
0
0
6
0
0
0
6
0
6
6
6
9
9
6
9
9
17
15
15
15
17
21
32
48
58
64
68
70
73
76
75
78
78
80
81
81
82
83
86
87
88
84
82
79
81
83
83
84
84
88
86
86
85
88
89
85
84
86
77
74
72
70
67
61
53
37
23
20
19
18
21
20
19
21
54
23
21
22
19
19
55
54
54
54
54
54
54
54
54
54
54
54
54
54
14
14
14
12
14
6
6
6
6
0
6
6
6
6
0
0
6
6
6
6
9
9
15
17
18
17
20
24
38
53
60
64
68
70
72
73
74
75
76
77
78
79
80
81
81
81
84
84
82
81
82
82
81
80
80
79
79
79
79
76
77
85
87
84
73
72
71
68
64
55
40
25
19
19
20
20
52
20
20
19
19
20
19
21
19
19
18
18
19
55
54
54
54
54
54
54
54
54
54
54
54
54
54
14
10
6
0
6
6
0
0
0
6
6
0
6
0
0
6
0
6
17
17
18
17
18
21
30
47
57
62
66
70
73
76
77
77
78
80
81
81
82
84
86
87
87
88
89
89
90
90
85
90
86
87
87
86
86
87
88
87
81
76
75
74
72
68
63
55
42
28
22
55
54
54
21
21
20
19
21
19
20
21
55
54
54
54
54
54
54
54
54
54
54
54
54
54
54
15
15
15
15
15
15
6
6
9
6
6
6
6
6
6
6
6
9
6
9
6
6
18
15
17
17
17
19
21
34
49
57
64
68
69
71
73
75
74
75
82
82
82
84
83
87
87
80
81
80
78
81
84
88
84
79
78
80
77
78
75
76
76
74
70
69
64
61
59
52
40
26
54
54
54
54
57
54
54
54
54
54
19
19
19
55
54
54
54
54
54
54
54
54
54
54
56
15
14
15
14
14
15
12
14
6
6
0
0
6
6
6
6
6
0
6
6
6
6
6
6
6
17
17
15
15
18
20
28
45
58
63
68
72
75
75
74
76
77
74
73
74
74
74
74
75
74
76
78
78
76
80
81
87
83
83
85
83
81
