light
76
75
71
70
73
67
62
62
60
54
46
26
21
20
20
20
20
20
19
19
20
20
19
19
19
17
17
53
56
56
56
56
56
56
56
56
56
56
56
56
56
56
14
14
14
15
6
6
6
0
6
6
6
6
6
6
6
6
6
6
6
6
18
17
15
17
17
19
21
33
50
56
63
66
67
73
71
71
75
76
75
79
74
81
83
79
83
81
82
90
89
79
82
81
77
81
81
87
87
87
89
89
87
85
74
74
70
69
63
53
40
25
20
19
19
19
19
19
19
19
19
18
19
19
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
12
12
14
12
12
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
17
17
15
15
19
19
25
42
57
61
66
71
71
72
73
74
75
77
78
78
78
80
77
77
81
82
79
78
78
77
78
75
69
73
75
77
67
72
69
72
66
66
59
63
58
56
45
36
24
20
53
20
21
20
21
20
20
21
20
57
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
14
14
14
15
6
0
0
6
6
6
0
6
0
6
6
0
6
6
6
6
17
17
15
15
18
19
21
35
49
57
65
65
70
75
77
77
74
80
81
81
82
84
86
88
89
89
90
80
76
73
74
80
82
81
86
78
81
86
82
79
75
76
74
66
67
63
60
49
34
53
53
53
59
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
6
9
6
6
6
6
6
6
0
14
15
15
17
18
18
21
33
46
57
62
70
73
71
67
66
75
73
67
65
73
77
75
78
80
83
88
90
88
83
81
88
86
84
84
85
84
82
83
83
80
76
74
72
67
61
51
36
24
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
6
9
6
6
6
9
9
6
6
6
6
6
9
6
6
15
15
15
17
18
18
18
23
32
44
48
53
59
62
63
61
67
69
67
69
72
75
75
72
70
71
72
73
72
74
74
71
72
72
70
66
68
70
70
69
69
68
62
63
64
49
57
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
6
6
6
0
6
6
6
6
6
6
6
6
9
6
6
18
15
17
15
17
18
18
19
24
33
37
50
58
58
63
66
70
71
74
71
67
71
73
77
75
76
78
89
87
90
90
90
90
89
86
86
81
73
78
73
74
70
61
75
69
65
60
47
59
59
59
59
57
57
57
57
47
48
47
47
47
46
46
46
46
46
21
21
47
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
6
0
6
9
6
6
6
6
6
6
6
9
0
0
6
6
17
17
18
18
20
20
21
26
39
52
56
61
69
69
65
66
65
70
70
71
70
71
72
73
74
75
74
75
79
81
82
81
78
78
76
76
72
74
71
71
67
65
60
58
55
50
41
31
47
47
53
53
53
46
46
46
46
47
46
46
46
47
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
46
15
14
15
6
6
6
9
6
